driverId,forename,surname,difference,teammateId,teammateName,age,year,circuit
18,Jenson,Button,0.17792430278884594,22,barrichello,26,2006,Brazilian Grand Prix
38,Robert,Doornbos,-0.8665555555555484,14,coulthard,25,2006,Brazilian Grand Prix
24,Vitantonio,Liuzzi,-0.03381333333332312,26,speed,26,2006,Brazilian Grand Prix
26,Scott,Speed,-0.2712307692307799,24,liuzzi,23,2006,Brazilian Grand Prix
14,David,Coulthard,0.526829113924044,38,doornbos,35,2006,Brazilian Grand Prix
11,Takuma,Sato,-0.2382153846153782,29,yamamoto,29,2006,Brazilian Grand Prix
29,Sakon,Yamamoto,-0.5009444444444521,11,sato,24,2006,Brazilian Grand Prix
2,Nick,Heidfeld,-0.2595514705882285,17,webber,28,2005,European Grand Prix
8,Kimi,Räikkönen,-0.7157090301003323,31,montoya,26,2005,European Grand Prix
17,Mark,Webber,0.39036923076922236,2,heidfeld,29,2005,European Grand Prix
